Image Number,Gate,Start/Restar the game,The joy of the players,yellow card,Red Card,Ball,Stadium View,referee Image,Penalty Image,Free Kick,Generic Moment
31631,1,0,0,0,0,1,0,0,0,1,0
31637,0,0,0,0,0,1,1,0,0,0,0
31638,0,0,0,0,0,1,1,0,0,0,0
31640,0,0,0,0,0,0,1,0,0,0,0
31641,0,0,0,0,0,1,1,1,0,0,0
31648,0,0,0,0,0,1,1,0,0,0,0
31655,1,0,0,0,0,0,1,1,0,0,0
31656,1,0,0,0,0,1,1,1,0,0,0
31657,1,0,0,0,0,0,1,1,0,0,0
31659,0,0,0,0,0,1,1,0,0,0,0
31664,1,0,0,0,0,0,1,0,0,0,0
31666,1,0,0,0,0,0,1,1,0,0,0
31667,1,0,0,0,0,0,1,1,0,0,0
31670,0,0,0,0,0,1,1,0,0,0,0
31702,0,0,0,1,0,0,0,1,0,0,0
31707,0,0,0,1,0,0,0,0,0,0,0
31727,1,0,0,0,0,1,0,1,0,1,0
31734,0,0,0,0,0,1,1,0,0,0,0
31735,0,0,0,0,0,0,1,0,0,0,0
31753,1,0,0,0,0,1,1,0,0,0,0
31754,1,0,0,0,0,0,1,0,0,0,0
31811,0,0,0,0,0,1,1,0,0,0,0
31961,1,0,0,0,0,0,0,1,0,1,0
32011,1,0,0,0,0,1,1,0,0,0,0
32012,1,0,0,0,0,0,1,0,0,0,0
32020,0,0,0,0,0,1,1,1,0,0,0
32050,0,0,0,0,0,1,1,0,0,0,0
32051,0,0,0,0,0,1,1,0,0,0,0
32127,0,0,0,0,0,0,1,0,0,0,0
32138,0,0,0,0,0,1,1,0,0,0,0
32202,0,0,0,0,0,0,1,0,0,0,0
32203,0,0,0,0,0,1,1,0,0,0,0
32221,0,0,0,0,0,0,1,0,0,0,0
32222,0,0,0,0,0,1,1,1,0,0,0
32361,0,0,0,0,0,0,1,0,0,0,0
32362,0,0,0,0,0,0,1,0,0,0,0
32363,0,0,0,0,0,0,1,0,0,0,0
32556,0,0,0,0,0,1,0,1,0,1,0
32557,0,0,0,0,0,1,0,1,0,1,0
32558,0,0,0,0,0,1,0,1,0,1,0
32560,0,0,0,0,0,1,0,1,0,1,0
32561,1,0,0,0,0,1,0,0,0,1,0
32562,1,0,0,0,0,1,0,0,0,1,0
32563,1,0,0,0,0,1,0,0,0,1,0
32564,1,0,0,0,0,1,0,0,0,1,0
32565,1,0,0,0,0,1,0,0,0,1,0
32628,1,0,0,0,0,0,1,0,0,0,0
32629,1,0,0,0,0,0,1,0,0,0,0
32711,1,0,0,0,0,0,1,0,0,0,0
32712,1,0,0,0,0,1,1,0,0,0,0
32713,1,0,0,0,0,1,1,0,0,0,0
32714,1,0,0,0,0,0,1,0,0,0,0
32737,1,0,0,0,0,1,1,0,0,0,0
32748,1,0,0,0,0,1,1,0,0,0,0
32759,1,0,0,0,0,1,1,0,0,0,0
32830,0,0,0,0,0,0,1,0,0,0,0
32831,0,0,0,0,0,0,1,0,0,0,0
32832,0,0,0,0,0,0,1,0,0,0,0
32833,0,0,0,0,0,1,1,0,0,0,0
32834,0,0,0,0,0,1,1,0,0,0,0
32845,0,0,0,0,0,0,1,0,0,0,0
32871,0,0,0,0,0,1,1,0,0,0,0
32911,0,0,0,1,0,0,0,1,0,0,0
32914,0,0,0,1,0,0,0,0,0,0,0
32920,1,0,0,0,0,0,0,1,0,1,0
32921,1,0,0,0,0,0,0,1,0,1,0
32922,1,0,0,0,0,1,0,1,0,1,0
32929,1,0,0,0,0,1,0,1,0,1,0
32930,1,0,0,0,0,0,0,1,0,1,0
32978,1,0,0,0,0,0,0,0,0,1,0
32979,1,0,0,0,0,0,0,0,0,1,0
32980,1,0,0,0,0,0,0,0,0,1,0
32982,1,0,0,0,0,0,0,0,0,1,0
32994,1,0,0,0,0,1,0,1,0,1,0
32997,1,0,0,0,0,0,0,1,0,1,0
33050,0,0,0,0,0,0,1,0,0,0,0
33113,1,0,0,0,0,0,1,1,0,0,0
33133,1,0,0,0,0,1,1,0,0,0,0
33148,1,0,0,0,0,1,1,0,0,0,0
33150,1,0,0,0,0,0,1,0,0,0,0
33151,1,0,0,0,0,0,1,1,0,0,0
33203,0,0,0,0,0,1,1,0,0,0,0
33205,1,0,0,0,0,0,1,1,0,0,0
33206,0,0,0,0,0,0,1,0,0,0,0
33210,1,0,0,0,0,1,1,0,0,0,0
33211,0,0,0,0,0,1,1,0,0,0,0
33212,0,0,0,0,0,1,1,0,0,0,0
33213,1,0,0,0,0,1,1,0,0,0,0
33238,1,0,0,0,0,1,1,1,0,0,0
33271,1,0,0,0,0,1,1,0,0,0,0
33277,0,0,0,0,0,0,1,0,0,0,0
33282,1,0,0,0,0,1,1,0,0,0,0
33303,1,0,0,0,0,0,1,0,0,0,0
33305,1,0,0,0,0,0,1,0,0,0,0
33333,1,0,0,0,0,1,1,0,0,0,0
33334,1,0,0,0,0,1,1,0,0,0,0
33335,1,0,0,0,0,0,1,0,0,0,0
33383,0,0,0,0,0,1,0,1,0,1,0
33394,1,0,0,0,0,0,0,0,0,1,0
33632,1,0,0,0,0,0,1,0,0,0,0
33633,1,0,0,0,0,0,1,0,0,0,0
33634,1,0,0,0,0,0,1,0,0,0,0
33635,1,0,0,0,0,0,1,0,0,0,0
33787,0,0,0,0,0,1,1,1,0,0,0
33788,0,0,0,0,0,1,1,0,0,0,0
33790,0,0,0,0,0,1,1,0,0,0,0
33807,1,0,0,0,0,0,0,0,0,1,0
33859,0,0,0,0,0,1,1,0,0,0,0
33861,1,0,0,0,0,0,1,0,0,0,0
33862,1,0,0,0,0,0,1,0,0,0,0
33863,1,0,0,0,0,0,1,0,0,0,0
33864,1,0,0,0,0,0,1,0,0,0,0
33921,1,0,0,0,0,0,1,0,0,0,0
33922,1,0,0,0,0,0,1,0,0,0,0
33925,1,0,0,0,0,0,1,0,0,0,0
33947,1,0,0,0,0,0,1,0,0,0,0
33949,1,0,0,0,0,0,1,0,0,0,0
33950,1,0,0,0,0,0,1,0,0,0,0
33951,1,0,0,0,0,0,1,0,0,0,0
33965,0,0,0,0,0,1,1,0,0,0,0
33966,1,0,0,0,0,1,1,0,0,0,0
33976,1,0,0,0,0,1,1,0,0,0,0
33991,1,0,0,0,0,0,1,0,0,0,0
34043,0,0,0,0,0,1,1,0,0,0,0
34044,1,0,0,0,0,1,1,0,0,0,0
34082,0,0,0,0,0,0,1,0,0,0,0
34083,0,0,0,0,0,0,1,0,0,0,0
34101,0,0,0,0,0,0,1,0,0,0,0
34102,0,0,0,0,0,0,1,0,0,0,0
34131,0,0,0,0,0,0,1,0,0,0,0
34132,0,0,0,0,0,0,1,0,0,0,0
34133,0,0,0,0,0,0,1,0,0,0,0
34275,0,0,0,0,0,1,1,0,0,0,0
34276,0,0,0,0,0,1,1,0,0,0,0
34318,1,0,0,0,0,1,0,1,0,1,0
34319,1,0,0,0,0,1,0,1,0,1,0
34320,1,0,0,0,0,1,0,1,0,1,0
34329,0,0,0,0,0,0,1,0,0,0,0
34330,0,0,0,0,0,0,1,0,0,0,0
34333,0,0,0,0,0,1,1,0,0,0,0
34366,0,0,0,1,0,1,0,1,0,0,0
34369,0,0,0,1,0,0,0,0,0,0,0
34442,1,0,0,0,0,1,0,0,0,1,0
34443,1,0,0,0,0,1,0,0,0,1,0
34469,1,0,0,0,0,0,0,0,0,1,0
34476,0,0,0,0,0,0,1,1,0,0,0
34486,1,0,0,0,0,0,1,0,0,0,0
34487,1,0,0,0,0,0,1,0,0,0,0
34488,1,0,0,0,0,1,1,0,0,0,0
34489,1,0,0,0,0,0,1,0,0,0,0
34490,1,0,0,0,0,0,1,0,0,0,0
34527,1,0,0,0,0,0,1,0,0,0,0
34528,1,0,0,0,0,0,1,0,0,0,0
34529,1,0,0,0,0,0,1,0,0,0,0
34530,1,0,0,0,0,0,1,0,0,0,0
34568,0,0,1,0,0,0,0,0,0,0,0
34569,0,0,1,0,0,0,0,0,0,0,0
34572,0,0,1,0,0,0,0,0,0,0,0
34581,1,0,0,0,0,0,1,0,0,0,0
34583,1,0,0,0,0,1,1,0,0,0,0
34584,1,0,0,0,0,1,1,0,0,0,0
34585,1,0,0,0,0,0,1,0,0,0,0
34608,1,0,0,0,0,0,1,0,0,0,0
34609,1,0,0,0,0,0,1,0,0,0,0
34635,0,0,0,1,0,0,0,1,0,0,0
34788,0,1,0,0,0,1,0,1,0,0,0
34789,0,1,0,0,0,1,0,1,0,0,0
34797,0,1,0,0,0,1,0,1,0,0,0
34798,0,1,0,0,0,0,0,1,0,0,0
34799,0,1,0,0,0,0,0,1,0,0,0
34800,0,1,0,0,0,0,0,1,0,0,0
34816,0,1,0,0,0,1,0,1,0,0,0
34817,0,1,0,0,0,1,0,1,0,0,0
34818,0,1,0,0,0,1,0,1,0,0,0
34819,0,1,0,0,0,1,0,1,0,0,0
34820,0,1,0,0,0,1,0,1,0,0,0
34821,0,1,0,0,0,1,0,1,0,0,0
34822,0,1,0,0,0,1,0,1,0,0,0
34823,0,1,0,0,0,1,0,1,0,0,0
34824,0,1,0,0,0,1,0,1,0,0,0
34825,0,1,0,0,0,1,0,1,0,0,0
34827,0,1,0,0,0,1,0,1,0,0,0
34904,1,0,0,0,0,0,1,0,0,0,0
34915,1,0,0,0,0,0,1,0,0,0,0
34926,1,0,0,0,0,0,1,0,0,0,0
34960,1,0,0,0,0,1,0,1,0,1,0
34963,1,0,0,0,0,0,0,0,0,1,0
34964,1,0,0,0,0,0,0,0,0,1,0
34965,1,0,0,0,0,0,0,0,0,1,0
34966,1,0,0,0,0,1,0,1,0,1,0
34971,1,0,0,0,0,1,0,1,0,1,0
34972,1,0,0,0,0,1,0,0,0,1,0
34978,1,0,0,0,0,1,0,1,0,1,0
34989,1,0,0,0,0,1,1,0,0,0,0
34990,1,0,0,0,0,1,1,0,0,0,0
34992,1,0,0,0,0,1,0,1,0,1,0
35003,1,0,0,0,0,1,0,1,0,1,0
35026,1,0,0,0,0,1,0,1,0,1,0
35197,1,0,0,0,0,1,0,1,0,1,0
35202,1,0,0,0,0,0,0,1,0,1,0
35227,1,0,0,0,0,1,1,0,0,0,0
35273,1,0,0,0,0,1,1,0,0,0,0
35274,1,0,0,0,0,1,1,0,0,0,0
35275,1,0,0,0,0,0,1,0,0,0,0
35303,1,0,0,0,0,1,1,0,0,0,0
35314,1,0,0,0,0,1,1,1,0,0,0
35325,1,0,0,0,0,1,1,1,0,0,0
35509,1,0,0,0,0,1,0,1,0,1,0
35510,1,0,0,0,0,1,0,1,0,1,0
35511,1,0,0,0,0,1,0,1,0,1,0
35512,1,0,0,0,0,1,0,1,0,1,0
35518,1,0,0,0,0,1,1,1,0,0,0
35550,1,0,0,0,0,1,1,0,0,0,0
35796,0,0,0,1,0,0,0,1,0,0,0
35797,0,0,0,1,0,0,0,1,0,0,0
35801,0,0,0,1,0,0,0,0,0,0,0
35802,0,0,0,1,0,1,0,0,0,0,0
35811,1,0,0,0,0,0,1,0,0,0,0
35812,1,0,0,0,0,0,1,0,0,0,0
35816,1,0,0,0,0,1,0,1,0,1,0
35817,1,0,0,0,0,1,0,1,0,1,0
35818,1,0,0,0,0,1,0,1,0,1,0
35828,1,0,0,0,0,1,0,1,0,1,0
35829,1,0,0,0,0,1,0,1,0,1,0
35833,1,0,0,0,0,1,0,0,0,1,0
35836,1,0,0,0,0,0,1,0,0,0,0
35838,1,0,0,0,0,0,1,0,0,0,0
35868,0,0,0,1,0,0,0,1,0,0,0
35877,1,0,0,0,0,0,1,0,0,0,0
35880,1,0,0,0,0,1,0,1,0,1,0
35888,1,0,0,0,0,1,0,1,0,1,0
35891,1,0,0,0,0,1,0,1,0,1,0
35928,1,0,0,0,0,1,0,0,0,1,0
35929,1,0,0,0,0,1,0,0,0,1,0
35930,1,0,0,0,0,1,0,0,0,1,0
35955,1,0,0,0,0,0,1,0,0,0,0
35956,1,0,0,0,0,0,1,0,0,0,0
35957,1,0,0,0,0,0,1,0,0,0,0
36008,0,0,0,1,0,0,0,1,0,0,0
36009,0,0,0,1,0,0,0,1,0,0,0
36013,0,0,0,1,0,0,0,0,0,0,0
36016,0,0,0,1,0,0,0,0,0,0,0
36034,0,0,0,0,0,1,1,0,0,0,0
36111,0,0,0,1,0,0,0,1,0,0,0
36112,0,0,0,1,0,0,0,1,0,0,0
36203,1,0,0,0,0,1,1,0,0,0,0
36214,1,0,0,0,0,1,1,0,0,0,0
36225,1,0,0,0,0,1,1,0,0,0,0
36233,1,0,1,0,0,0,0,0,0,0,0
36234,1,0,1,0,0,0,0,0,0,0,0
36235,0,0,1,0,0,0,0,0,0,0,0
36238,0,0,1,0,0,0,0,0,0,0,0
36239,0,0,1,0,0,0,0,0,0,0,0
36259,1,0,0,0,0,0,1,0,0,0,0
36270,1,0,0,0,0,0,1,0,0,0,0
36274,0,1,0,0,0,0,0,1,0,0,0
36275,0,1,0,0,0,0,0,1,0,0,0
36276,0,1,0,0,0,0,0,1,0,0,0
36282,0,0,0,0,0,0,1,0,0,0,0
36283,0,0,0,0,0,0,1,0,0,0,0
36288,0,0,0,0,0,0,1,0,0,0,0
36289,0,0,0,0,0,0,1,0,0,0,0
36299,0,1,0,0,0,1,0,1,0,0,0
36303,1,0,0,0,0,0,1,0,0,0,0
36314,1,0,0,0,0,0,1,0,0,0,0
36315,1,0,0,0,0,1,1,0,0,0,0
36316,1,0,0,0,0,1,1,0,0,0,0
36325,1,0,0,0,0,0,1,0,0,0,0
36336,1,0,0,0,0,0,1,0,0,0,0
36350,0,0,0,1,0,0,0,1,0,0,0
36351,0,0,0,1,0,0,0,1,0,0,0
36352,0,0,0,1,0,0,0,1,0,0,0
36358,1,0,0,1,0,0,0,1,0,0,0
36360,1,0,0,1,0,0,0,1,0,0,0
36392,1,0,0,0,0,0,1,0,0,0,0
36425,1,0,0,0,0,0,0,0,0,1,0
36427,1,0,0,0,0,0,1,0,0,0,0
36428,1,0,0,0,0,0,1,0,0,0,0
36432,1,0,0,0,0,0,1,0,0,0,0
36436,1,0,0,0,0,0,0,0,0,1,0
36446,1,0,0,0,0,0,0,0,0,1,0
36451,1,0,0,0,0,0,0,1,0,1,0
36452,1,0,0,0,0,1,0,1,0,1,0
36453,1,0,0,0,0,0,0,1,0,1,0
36456,1,0,0,0,0,1,0,0,0,1,0
36457,1,0,0,0,0,1,0,0,0,1,0
36462,1,0,0,0,0,1,0,0,0,1,0
36476,1,0,0,0,0,0,1,0,0,0,0
36477,1,0,0,0,0,0,1,0,0,0,0
36479,1,0,0,0,0,1,0,1,0,1,0
36480,1,0,0,0,0,1,0,1,0,1,0
36481,1,0,0,0,0,1,0,1,0,1,0
36482,1,0,0,0,0,1,0,1,0,1,0
36488,1,0,0,0,0,1,0,1,0,1,0
36498,0,0,0,0,0,0,1,0,0,0,0
36499,0,0,1,0,0,0,0,0,0,0,0
36500,0,0,1,0,0,0,0,0,0,0,0
36501,0,0,1,0,0,0,0,0,0,0,0
36505,1,0,0,0,0,0,0,1,0,1,0
36516,1,0,0,0,0,0,0,1,0,1,0
36517,0,0,1,0,0,0,0,0,0,0,0
36522,0,0,1,0,0,0,0,0,0,0,0
36527,1,0,0,0,0,0,0,1,0,1,0
36538,1,0,0,0,0,0,0,1,0,1,0
36547,0,1,0,0,0,1,0,1,0,0,0
36548,0,1,0,0,0,1,0,1,0,0,0
36549,1,0,0,0,0,0,0,1,0,1,0
36550,0,1,0,0,0,1,0,1,0,0,0
36551,0,1,0,0,0,1,0,1,0,0,0
36552,0,1,0,0,0,1,0,1,0,0,0
36553,0,1,0,0,0,1,0,1,0,0,0
36554,0,1,0,0,0,1,0,1,0,0,0
36558,0,1,0,0,0,1,0,1,0,0,0
36559,0,1,0,0,0,1,0,1,0,0,0
36560,1,0,0,0,0,1,0,1,0,1,0
36561,0,1,0,0,0,1,0,1,0,0,0
36605,1,0,0,0,0,0,1,1,0,0,0
36611,0,0,0,0,0,1,1,0,0,0,0
36612,0,0,0,0,0,1,1,0,0,0,0
36613,0,0,0,0,0,1,1,0,0,0,0
36614,1,0,0,0,0,1,1,0,0,0,0
36615,1,0,0,0,0,1,1,0,0,0,0
36616,1,0,0,0,0,1,0,0,0,1,0
36617,0,0,0,0,0,1,1,0,0,0,0
36618,0,0,0,0,0,0,1,0,0,0,0
36702,0,0,0,0,0,1,1,0,0,0,0
36706,1,0,0,0,0,1,1,0,0,0,0
36707,0,0,0,0,0,0,1,0,0,0,0
36780,1,0,0,0,0,1,0,1,0,1,0
36781,1,0,0,0,0,1,0,1,0,1,0
36785,1,0,0,0,0,1,0,1,0,1,0
36786,1,0,0,0,0,1,0,1,0,1,0
36787,1,0,0,0,0,0,0,1,0,1,0
36846,1,0,0,0,0,1,0,1,0,1,0
36850,1,0,0,0,0,1,0,1,0,1,0
36856,1,0,0,0,0,1,0,1,0,1,0
36857,1,0,0,0,0,1,0,1,0,1,0
36960,0,0,0,0,0,1,1,0,0,0,0
37013,1,0,0,0,0,0,1,0,0,0,0
37017,1,0,0,0,0,1,1,0,0,0,0
37018,1,0,0,0,0,0,1,0,0,0,0
37019,1,0,0,0,0,1,1,0,0,0,0
37088,1,0,0,0,0,0,0,1,0,1,0
37089,1,0,0,0,0,0,0,1,0,1,0
37090,1,0,0,0,0,1,0,1,0,1,0
37099,1,0,0,0,0,1,0,1,0,1,0
37239,0,0,0,0,0,1,1,0,0,0,0
37240,0,0,0,0,0,0,1,0,0,0,0
37478,0,0,0,1,0,0,0,0,0,0,0
37479,0,0,0,1,0,0,0,0,0,0,0
37542,1,0,0,0,0,1,1,0,0,0,0
37543,1,0,0,0,0,1,1,0,0,0,0
37544,0,0,0,0,0,1,1,0,0,0,0
37545,0,0,0,0,0,1,1,0,0,0,0
37546,0,0,0,0,0,1,1,0,0,0,0
37547,0,0,0,0,0,1,1,0,0,0,0
37549,0,0,0,0,0,1,1,0,0,0,0
37550,0,0,0,0,0,1,1,0,0,0,0
37570,0,0,0,0,0,0,1,0,0,0,0
37668,0,0,0,1,0,0,0,0,0,0,0
37669,0,0,0,1,0,0,0,0,0,0,0
37755,0,0,0,0,0,0,1,0,0,0,0
37756,0,0,0,0,0,0,1,0,0,0,0
37757,0,0,0,0,0,0,1,0,0,0,0
37766,1,0,0,0,0,0,0,1,0,1,0
37767,1,0,0,0,0,0,0,1,0,1,0
37768,1,0,0,0,0,1,0,1,0,1,0
37809,1,0,0,0,0,0,1,0,0,0,0
37810,1,0,0,0,0,0,1,1,0,0,0
37811,1,0,0,0,0,1,1,1,0,0,0
37873,0,0,1,0,0,0,0,0,0,0,0
37875,0,0,1,0,0,0,0,0,0,0,0
37876,0,0,1,0,0,0,0,0,0,0,0
37877,0,0,1,0,0,0,0,0,0,0,0
37878,0,0,1,0,0,0,0,0,0,0,0
37880,0,0,1,0,0,0,0,0,0,0,0
37881,0,0,1,0,0,0,0,0,0,0,0
37883,0,0,1,0,0,0,0,0,0,0,0
37886,0,0,1,0,0,0,0,0,0,0,0
37896,1,0,0,0,0,1,1,0,0,0,0
37899,1,0,0,0,0,0,1,0,0,0,0
37988,0,0,0,1,0,0,0,0,0,0,0
38085,0,0,0,1,0,0,0,1,0,0,0
38108,0,0,0,1,0,0,0,0,0,0,0
38188,0,0,1,0,0,0,0,0,0,0,0
38189,0,0,1,0,0,0,0,0,0,0,0
38190,0,0,1,0,0,0,0,0,0,0,0
38205,0,0,1,0,0,0,0,0,0,0,0
38206,0,0,1,0,0,0,0,0,0,0,0
38210,0,0,1,0,0,0,0,0,0,0,0
38214,0,0,1,0,0,0,0,0,0,0,0
38216,0,0,1,0,0,0,0,0,0,0,0
38220,0,0,1,0,0,0,0,0,0,0,0
38227,0,0,1,0,0,0,0,0,0,0,0
38230,0,0,1,0,0,0,0,0,0,0,0
38231,0,0,1,0,0,0,0,0,0,0,0
38232,0,0,1,0,0,0,0,0,0,0,0
38240,0,0,1,0,0,0,0,0,0,0,0
38241,0,0,1,0,0,0,0,0,0,0,0
38242,0,0,1,0,0,0,0,0,0,0,0
38243,1,0,1,0,0,0,0,0,0,0,0
38244,0,0,1,0,0,0,0,0,0,0,0
38245,0,0,1,0,0,0,0,0,0,0,0
38246,0,0,1,0,0,0,0,0,0,0,0
38247,0,0,1,0,0,0,0,0,0,0,0
38251,0,0,1,0,0,0,0,0,0,0,0
38252,0,0,1,0,0,0,0,0,0,0,0
38253,0,0,1,0,0,0,0,0,0,0,0
38254,0,0,1,0,0,0,0,0,0,0,0
38259,0,0,1,0,0,0,0,0,0,0,0
38261,0,0,1,0,0,0,0,0,0,0,0
38262,0,0,1,0,0,0,0,0,0,0,0
38265,0,0,1,0,0,0,0,0,0,0,0
38266,0,0,1,0,0,0,0,0,0,0,0
38267,0,0,1,0,0,0,0,0,0,0,0
38268,0,0,1,0,0,0,0,0,0,0,0
38269,0,0,1,0,0,0,0,0,0,0,0
38270,0,0,1,0,0,0,0,0,0,0,0
38278,0,0,1,0,0,0,0,0,0,0,0
38294,0,1,0,0,0,1,0,1,0,0,0
38493,0,0,0,0,0,1,1,0,0,0,0
38507,1,0,0,0,0,0,1,1,0,0,0
38508,1,0,0,0,0,0,1,1,0,0,0
38587,0,0,0,0,0,0,1,0,0,0,0
38646,0,0,0,0,0,0,1,0,0,0,0
38681,0,0,0,0,0,0,1,0,0,0,0
38691,0,0,0,1,0,0,0,1,0,0,0
38692,0,0,0,1,0,0,0,1,0,0,0
38693,0,0,0,1,0,0,0,0,0,0,0
38695,0,0,0,1,0,0,0,0,0,0,0
38702,1,0,0,0,0,0,0,0,0,1,0
38703,1,0,0,0,0,0,0,0,0,1,0
38733,1,0,0,0,0,1,0,1,0,1,0
38734,1,0,0,0,0,1,0,1,0,1,0
38735,1,0,0,0,0,1,0,1,0,1,0
38737,1,0,0,0,0,1,0,1,0,1,0
38739,1,0,0,0,0,1,0,1,0,1,0
38743,1,0,0,0,0,1,0,1,0,1,0
38810,1,0,0,0,0,0,0,1,0,1,0
38811,1,0,0,0,0,0,0,1,0,1,0
38812,1,0,0,0,0,0,0,1,0,1,0
38813,1,0,0,0,0,0,0,1,0,1,0
38814,1,0,0,0,0,0,0,1,0,1,0
38815,1,0,0,0,0,0,0,1,0,1,0
39080,1,0,0,0,0,1,0,1,0,1,0
39132,1,0,0,0,0,0,1,0,0,0,0
39151,1,0,0,0,0,1,0,1,0,1,0
39202,1,0,0,0,0,0,1,0,0,0,0
39206,1,0,0,0,0,0,1,0,0,0,0
39207,1,0,0,0,0,0,1,0,0,0,0
39208,1,0,0,0,0,0,1,0,0,0,0
39209,1,0,0,0,0,0,1,0,0,0,0
39215,1,0,0,0,0,0,1,0,0,0,0
39269,1,0,0,0,0,0,1,0,0,0,0
39278,1,0,0,0,0,0,1,0,0,0,0
39281,1,0,0,0,0,1,0,0,0,1,0
39298,1,0,0,0,0,1,0,1,0,1,0
39299,1,0,0,0,0,1,0,1,0,1,0
39303,1,0,0,0,0,1,0,1,0,1,0
39305,1,0,0,0,0,1,0,1,0,1,0
39306,1,0,0,0,0,1,0,1,0,1,0
39307,1,0,0,0,0,1,0,1,0,1,0
39308,1,0,0,0,0,1,0,1,0,1,0
39347,1,0,0,0,0,0,1,0,0,0,0
39496,1,0,0,0,0,0,1,0,0,0,0
39497,1,0,0,0,0,0,1,0,0,0,0
39498,1,0,0,0,0,0,1,0,0,0,0
39499,1,0,0,0,0,1,1,0,0,0,0
39501,1,0,0,0,0,1,1,1,0,0,0
39502,1,0,0,0,0,1,1,1,0,0,0
39514,1,0,0,0,0,0,1,0,0,0,0
39516,1,0,0,0,0,1,1,1,0,0,0
39517,1,0,0,0,0,1,1,1,0,0,0
39518,1,0,0,0,0,1,1,1,0,0,0
39519,1,0,0,0,0,1,1,1,0,0,0
39520,1,0,0,0,0,1,1,0,0,0,0
39546,1,0,0,0,0,1,1,0,0,0,0
39547,1,0,0,0,0,1,1,0,0,0,0
39549,1,0,0,0,0,0,1,0,0,0,0
39550,1,0,0,0,0,1,1,0,0,0,0
39551,1,0,0,0,0,0,1,0,0,0,0
39676,0,0,0,1,0,0,0,1,0,0,0
39683,0,0,0,1,0,0,0,0,0,0,0
39684,0,0,0,1,0,0,0,0,0,0,0
39701,0,0,0,1,0,0,0,0,0,0,0
39702,0,0,0,1,0,0,0,0,0,0,0
39706,1,0,0,0,0,1,0,0,0,1,0
39707,1,0,0,0,0,1,0,0,0,1,0
39708,1,0,0,0,0,1,0,0,0,1,0
39714,1,0,0,0,0,1,0,1,0,1,0
39716,1,0,0,0,0,1,0,1,0,1,0
39717,1,0,0,0,0,1,0,1,0,1,0
39718,1,0,0,0,0,1,0,1,0,1,0
39727,1,0,0,0,0,1,0,1,0,1,0
39728,1,0,0,0,0,1,0,1,0,1,0
39736,1,0,0,0,0,0,1,0,0,0,0
39738,1,0,0,0,0,0,1,0,0,0,0
39739,1,0,0,0,0,0,1,0,0,0,0
39792,0,0,0,0,0,0,1,0,0,0,0
39818,0,0,0,0,0,1,1,1,0,0,0
39833,1,0,0,0,0,1,1,0,0,0,0
39915,1,0,0,0,0,0,1,0,0,0,0
39917,1,0,0,0,0,0,1,0,0,0,0
39987,1,0,0,0,0,0,1,0,0,0,0
39992,1,0,0,0,0,0,0,0,0,1,0
39997,0,0,1,0,0,0,0,0,0,0,0
39998,0,0,1,0,0,0,0,0,0,0,0
40001,0,0,1,0,0,0,0,0,0,0,0
40005,0,0,1,0,0,0,0,0,0,0,0
40006,0,0,1,0,0,0,0,0,0,0,0
40007,0,0,1,0,0,0,0,0,0,0,0
40008,0,0,1,0,0,0,0,0,0,0,0
40009,0,0,1,0,0,0,0,0,0,0,0
40010,0,0,1,0,0,0,0,0,0,0,0
40011,1,0,0,0,0,0,0,1,0,1,0
40018,1,0,0,0,0,0,1,1,0,0,0
40019,1,0,0,0,0,1,1,1,0,0,0
40030,0,0,1,0,0,0,0,0,0,0,0
40031,0,0,1,0,0,0,0,0,0,0,0
40032,0,0,1,0,0,0,0,0,0,0,0
40033,0,0,1,0,0,0,0,0,0,0,0
40090,1,0,0,0,0,1,0,0,0,1,0
40091,1,0,0,0,0,1,0,0,0,1,0
40092,0,0,0,0,0,1,0,0,0,1,0
40094,0,0,0,0,0,1,0,0,0,1,0
40095,0,0,0,0,0,1,0,0,0,1,0
40096,1,0,0,0,0,0,0,0,0,1,0
40126,1,0,0,0,0,0,0,1,0,1,0
40158,1,0,0,0,0,1,0,1,0,1,0
40159,1,0,0,0,0,1,0,1,0,1,0
40172,1,0,0,0,0,0,1,1,0,0,0
40173,1,0,0,0,0,0,1,1,0,0,0
40224,0,0,0,0,0,1,0,0,0,1,0
40232,0,0,1,0,0,0,0,0,0,0,0
40233,0,0,1,0,0,0,0,0,0,0,0
40234,0,0,1,0,0,0,0,0,0,0,0
40235,0,0,1,0,0,0,0,0,0,0,0
40271,0,0,0,1,0,0,0,0,0,0,0
40285,1,0,0,0,0,1,0,1,0,1,0
40286,1,0,0,0,0,1,0,1,0,1,0
40287,1,0,0,0,0,1,0,1,0,1,0
40288,1,0,0,0,0,1,0,1,0,1,0
40293,0,0,0,1,0,0,0,1,0,0,0
40348,1,0,0,0,0,1,0,1,0,1,0
40349,0,0,0,1,0,0,0,0,0,0,0
40405,0,0,0,0,0,0,0,0,0,1,0
40406,1,0,0,0,0,0,0,0,0,1,0
40410,1,0,0,0,0,0,0,1,0,1,0
40412,1,0,0,0,0,1,0,1,0,1,0
40426,1,0,0,0,0,0,1,0,0,0,0
40493,1,0,0,0,0,0,0,1,0,1,0
40577,1,0,0,0,0,0,0,0,0,1,0
40578,1,0,0,0,0,0,0,0,0,1,0
40579,1,0,0,0,0,0,0,0,0,1,0
40583,1,0,0,0,0,1,0,1,0,1,0
40584,1,0,0,0,0,1,0,1,0,1,0
40587,1,0,0,0,0,1,0,1,0,1,0
